"review","rating","produk","packaging","pengiriman","general"
"barang belum sya terima  sudah transfer ini gmana blibli .. ","1",0,0,-1,0
"Lama sekali sampenya.jkt mlg masak 7 hari baru sampe.parah blibli.kecewa.","1",0,0,-1,0
"Snapdragon sy tanya Snapdragon 626 tp sy terima 450 tolong di tukar..","1",-1,0,0,0
"Gak sesuai, infonya kamera belakang 13 dan 8mp dan digambar juga kamera ganda, tapi yang datang kamera belakang 1 aja. Dilapak garansi 24 bln, tapi di imei hanya 12m. Maaf saya refund aja. Deskripsi gak sesuai produk","1",-1,0,0,0
"Mengecewakan menerima order dengan cepat, tapi pengiriman lama bahkan hanya dibungkus bubble saja (transparan). Tidak rekomend !! 3 unit repacking semua.","1",0,-1,-1,0
"not recommended seller. pengiriman lama udah gitu jelas2 judul warna abu2 dikirim rosegold. gw cowok masak pake hp warna pink.","1",-1,0,-1,0
"pesan 2 unit, hanya 1 unit yg diterima. 
di struk toko penjual jg tertulis hanya 1 unit.","1",0,0,0,-1
"Baru ini ada yg mengecewakn pengiriman 8 hari, warna tidak sesuai yg datang warna gold.....","1",-1,0,-1,0
"Pesan grey yg dateng black. Barang REPACK PULA NOT RECOMEND","1",-1,-1,0,0
"Penjual tidak jujur!!! Barang second dihargai barang baru, kirain bakalan bagus kalo sesama kota eh gak taunya malah parah ","1",-1,0,0,0
"packing rapi sih tp bau2 repack ngepack ulangnya","1",0,-1,0,0
"Hp sudah di buka alias bekas pakai di pucking lagi alias repucking. Ini penjual b4ngsat mata duitan ga jujur ga sesuai diskripsi produk","1",-1,-1,0,0
"Penjual tidak jujur barang repacking di info bukan repacking ","1",0,-1,0,0
"Cari rejeki buat keluarga yg jujur gan, barang repacking lo bilang packing ori. Saller gak jujur hati2 yg mau beli. ","1",0,-1,0,0
"Aduh kok hp keluaran terbaru udh ada yang repacking aja. SELLER NAKAL tolong ditertibkan dong. Bisa mencoreng nama baik blibli.","1",-1,-1,0,0
"Repack. Hati2 buat yg mau beli. Repack. Repack. Repack. ","1",0,-1,0,0
"hati hati beli disini. barang repacking. katanya bukan repacking, ternyata REPACKING.","1",0,-1,0,0
"REPACKING. BARANG 7 HARI BARU DIPROSES.  JANGAN BELI DISINI KIRIMNYA LAMA. BELI 2 DATANGNYA BEDA BEDA. ","1",0,-1,-1,0
"Produk lama sampai,gaada ket ternyata 1 repack,1 normal.kenapa gitu ya kalo blh tau.klo diperbolehkan kita minta pengembalian karnea merasa ga sesuai","1",0,-1,-1,0
"Tidak sesuai deskripsi,  barang yang saya terima ternyata repacking,  garansi distributor dipacking jadi tam,  saya merasa dibohongi.  Jangan sampai ada yang beli dari toko ini,  tolong g blibli ditutup saja,  ini sama saya membohongi publik","1",-1,-1,0,0
"REPACKING COY. GA DICANTUMIN DI KETERANGAN KALO BARANG REPACK . KECEWA","1",0,-1,0,0
"BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK BARANG REPACK ","1",0,-1,0,0
"Beli mahal2 dapat repacking it nyesek bgt","1",0,-1,0,0
"Segel tidak orisinal. Repaking. Entah produk dalamnya bagaimana, karena segel saja bukan asli.","1",0,-1,0,0
"Not recommended. Mengecewakan. Redmi 5A yg sy terima repack. Kelihatan banget plastik wrapingnya tidak rapi. Untungnya buat dipakai sendiri. Sebagai penjual seharusnya Butik Gadgets cek barang dulu sebelum dikirim. Masalahnya sy tidak bisa retur karna pas bebarengan dengan program cashback. Yasudahlah. 
Note: Ini adalah pertama kalinya sy memberi review tidak baik selama 10 tahun belanja online.","1",0,-1,0,0
"Type hp tidak sesuai bos haduh,
Xiaomi note 5 pro yg dicantum nya
Tapi ko malah xiaomi not 5 doang mana PRO nya bos, sengaja yg note 5 dijual buat beli yg pro eh malah dapet yg note 5 juga, KECEWA bos","1",-1,0,0,0
"Kamera secondary di lapak tulisnya 20mp, dikotak 13mp..harga lbh mahal","1",-1,0,0,0
"Tidak sesuai deskripsi,katanya note 5 pro,ini note 5 yg datang,trus warna nya pun di kasih gold bukan yg black,sangat mengecewakan..👎👎👎","1",-1,0,0,0
"Barang tidak sesuai, mohon para pembeli berhati2, dikarenakan di box tidak ada tulisan bahasa Indonesia, kadang pembeli tidak mengetahui, jadi disangkanya barang yang dikirim bener, untuk redmi note5 pro itu camera depan 20mp, yang dikirim 13mp","1",-1,0,0,0
"Saya mau retur tidak sesuai yg saya pesan. Saya pesan redmi note 5 pro bukan note 5.","1",-1,0,0,0
"Mengecewakan.. katanya di deskripsi camera depan 20mp dan yg seri pro.
Ternyata yang datang 12mp dan bukan pro.
Not recommended","1",-1,0,0,0
"Pesan note 5 pro tapi terima note 5?","1",-1,0,0,0
"Seller blibli sekarang makin banyak yang curang. BARANG REPACKING.","1",0,-1,0,0
"pengiriman sangat lama sekali, di track dan telp ke etobee ternyata barang belum dikirim, seller not recommended","1",0,0,-1,0
"sdh diterima, pengiriman sangat sangat lama, tracking resi ternyata fidak bisa","1",0,0,-1,0
"Ini barang sudah repacking. Segel plastiknya tidak halus. Saya minta tukar dengan yang benar2 baru. Tolong jangan bodohi pembeli.","1",0,-1,0,0
"parah...segel plastik rusak.... udh ke buka...di segel plastik ulang n berantakan plastiknya...bnr2 kecewa","1",0,-1,0,0
"Barang hp tidak dipacking dengan baik, tanpa bublewrap, pasti di ekpedisi dilempar lempar paketnya","1",0,-1,0,0
"sedih banget yang di kirim repacking semua","1",0,-1,0,0
"Pengiriman lama banget, dan no resi yg tercantum tidak sesuai dengan kenyataan, karena waktu di telfon ke pihak etobee, dinyatakan barangnya belum diterima utk dikirim, jd dr awal pemesanan status nya siap dikirim terus dan diterima lewat dari batas pengiriman yg seharusnya, SUPERMURAHHP MERCHANT YG SAMA SEKALI TDK RECOMMENDED ","1",0,0,-1,0
"Parah.. Repacking.. Dalemnya udah ada aplikasi gk jelas plus launcher gk jelas.. Beli disini serasa beli garansi distributor ky bukan resmi.. ","1",-1,-1,0,0
"wrapping ulang, begitu dibuka dan dinyalakan tidak melakukan setting lagi, kalau baru beneran kan harusnya setting miui dll dulu","1",-1,-1,0,0
"Kecewa pengirimannya salah terus barang blm nyampe status sudah di terima nama orang lain 
Tolong perbaiki lagi untuk logistiknya","1",0,0,-1,0
"Beli gray 2 tp yg dikirim gray 1 gold 1
Smuanya repack","1",-1,-1,0,0
"Awas barang yang dijual seller adalah repack","1",0,-1,0,0
