"review","rating","produk","packaging","pengiriman","general"
"Respon sangat cepat, menyenangkan sekali. Pesan 12 Desember jam 10 pagi, 13 Desember jam yang sama, barang sudah sampai. Packing rapih sekali dan aman, full bubble wrapped. Begitu barang sampai di rumah, seneng banget sama model dan warnanya yang fancy, hahaha, dan langsung install semua yang diperlukan dan coba semua fungsi. Untuk print dan copy super cepat banget deh, seru ga pake nunggu lama langsung jadi. Untuk scan pun hasilnya ok banget. Ga nyesel sih dengan harga rendah, yang didapat top juga. Thank you Dunia Storage dan Blibli.com!! :D","5",1,1,1,0
"Barang sudah diterima dengan baik dan benar.
Terima kasih blibli","5",1,0,0,0
"barang sudah diterima dengan baik. thx blibli","5",1,0,0,0
"Pengiriman cepat, pesan jumat sore, senin sudah datang. thanks","5",0,0,1,0
"brg sudah diterima dengan baik thx ya","5",0,0,0,1
"Penjual Oke dan memberikan respon dengan baik","5",0,0,0,1
"barang ok, packing ok, pengirimannya aja ntah ada apa, koq sedikit lama","5",1,1,-1,0
"Barang cepat sampai dari perkiraan , barang okeee bgt harga murah dapet tinta nya juga yaa ternyata jd bisa langsung pakai 👍🏻👍🏻👍🏻👍🏻","5",1,0,1,0
"Barang sesuai foto, sudah saya coba cukup baik,pengemasan bagus semoga awet barangnya","5",1,1,0,0
"Bagus, murah, terkirim cepat dg go-send. Cocok utk Smartphone, tablet","5",0,0,1,0
"Keyboard paling bagus yang pernah saya pakai. bodynya sendiri memang kurang bagus dibanding razer tapi bisa buat control apapun seperti TV, AC, PS4, lampu, alarm mobil, atur suhu mobil dll. one keyboard to rule them all. sayang touchpadnya gk sebagus apple","5",1,0,0,0
"terima kasih barnag sudah diterima.. kondisi ok. packingan mantap dilapisi dos plus bubble warp, jadi tidak merusak dos kemasan aslinya...thumb up..","5",1,1,0,0
"Barang original Apple,packing bagus,cepat sampai. 2 hr sdh sampai di Bukittinggi ","5",1,1,1,0
"proses respon dan pengiriman sangat cepat. ketika beli logitech MK 345 dari toko inilah harga paling murah di blibli.

kelemahan logitech MK345 ini tidak support unifiying, jadi sedikit kawatir kalau reciefernya rusak.","5",0,0,1,0
"pelayanan cepat dan barang sesuai dengan deskripsi","5",1,0,1,0
"mantap,beli keyboard di blibli.com terjamin packingnya tidak penyok,karena dikirim lewat ninja/bes.","5",0,1,0,0
"Barang sesuai dan packaging bagus.. Penjual cepat banget responnya sehingga pengirimannya pun sangat cepat","5",1,1,1,0
"Barang sudah diterima..
Kecepatan pengiriman luar biasa, pesen siang, sore sudah sampai.. Kondisi bagus hanya segel bening khas logitech di kedua sisi sudah terpotong.. Mungkin untuk nempel garansi..","5",1,0,1,0
"Barang cepat sampai, dan kualitasnya bagus. thanks blibli","5",1,0,1,0
"berfungsi dengan baik, keyboard mungil, mouse nya gede, colokan usb nya segede flashdisk murah meriah lah...","5",1,0,0,0
"Keyboard terbaik masa kiny, murah lagi ;)","5",1,0,0,0
"Telah diterima, packaging sangat rapi, berfungsi baik. tidak pernah menyesal belanja di blibli","5",1,1,0,0
"Barang cepat sampai. Kondisi baru dan berfungsi dengan baik. Harga murah. Recommended Seller","5",1,0,1,0
"Thanks, kwalitas dan ketepatan kiiriman sesuai harapan.... ","5",1,0,0,0
"Barang bagus, mulus bener sesuai dengan pilihan saya dan ekspetasi","5",1,0,0,0
"Keren banget sih, cepet bat nyampe nya datang lebih cepet dari estimasi, barang nya good, dan puas banget.. 
thankyou blibli","5",0,0,1,0
"Proses pengiriman BES luar biasa cepat..pesan sore, malam sampe..packing super aman..bubble wrap plus plastic wrap ala bandara..
Barang sesuai dgn pesanan dan sudah dicoba..tanpa kendala dan berfungsi baik..
Harga bisa diadu plus pake voucher point rewards..bintang 5 smuanya

Thanks to Blibli.com","5",1,1,1,0
"Nice product. Barang bekerja dg baik.Pengiriman Cepat. Terimakasih.","5",1,0,1,0
"Order kmarem sore td siang ud sampe brang ny..lbih cpt dr gosend..mantab gan..express bed","5",0,0,1,0
"Pengiriman cepat dan barang sesuai deskripsi. Packing nya rapi mantap bgt... 😁 ","5",1,1,1,0
"produk diterima dengan baik dan berfungsi dengan baik...tx blibli","5",1,0,0,0
"GO-SEND memang oke, mouse mulus baru, masih segel. tak ada komplain berarti.
semoga awet, Aamiin","5",1,0,1,0
"Harga murah, pengiriman cepat, malam order, pagi dtg. ","5",0,0,1,0
"Barang murah tapi ga murahan. Thanx blibli","5",0,0,0,1
"Barang sesuai, bagus, pengiriman cepat bgt, pesan selasa malam, kamis udh sampai di makassar, puas berbelanja di blibli","5",1,0,1,0
"Sesuai dg yg diiklankan dproduk yg djual n dpt braketna jg. Cm agak lama gegara kpotong sabtu minggu jd dianterna senin deh . Tq","5",1,0,-1,0
"Batang bagus, garansi 5 tahun, pengiriman cepat","5",1,0,1,0
"Rekomanded. Barang harga lebih murah tapi kualitas tetep oke..","5",1,0,0,0
"Paket di terima dengan baik walaupun saya di sumatra.. Terima kasih blibli terima kasih sumberkarya ","5",0,0,0,1
"Alhmdulilah barang dah smpe, bagus tv ne. Semoga awet. ","5",1,0,0,0
"paket sesuai dengan tulisannya (plus bracket) pengiriman cepat, pesan hari jumat sore, sabtu siang sudah sampai rumah 👍","5",1,0,1,0
"produk diterima dengan baik dan berfungsi baik","5",1,0,0,0
"Sempat ragu untuk membeli produknya. Namun barang dikirim dengan sangat baik menggunakan packing kayu. Produknya sendiri oke oke saja. Garansi dapat yang lima tahun.  Terimakasih untuk Seller dan Blibli.","5",1,1,0,0
"Barang sudah sampai..packing ok..sudah di tes ok tvnya..recomemended seller👍👍👍👍👍","5",1,1,0,0
"TV berfungsi dengan baik, terima kasih blibli","5",1,0,0,0
"Paket diterima dengan baik
Terlindung oleh Packing kayu
Pengiriman relatif cepat","5",0,1,1,0
"Pengiriman termasuk cepat, barang kondisi sangat bagus, di test semuanya bagus. Like this...senang berbisnis dengan anda Dan blibli.com","5",1,0,1,0
"respon dan pengiriman cepat, produk bagus dan memuaskan, trims","5",1,0,1,0
"Thanks barang sudah diterima....pengiriman sangat cepat... Barang sesuai pesanan dan dpt bonus amibo.... Sukses trus.... ","5",1,0,1,0
"sesuai dengan deskripsi dan berfungsi dengan baik","5",1,0,0,0
"barang sampai dgn selamat, no problem sama sekali","5",1,0,0,0
"barang vagus kondisi minim lecet seperti baru. mudah""an awet","5",1,0,0,0
"Keren, barangnya mulus banget, warna hitam, stik berfungsi normal, sangat-sangat puas","5",1,0,0,0
"Packing aman, mesin jalan sempurna 5 bintang untuk blibli","5",1,1,0,0
"Packing , harga , pelayanan, produk ..smua Puas,,recommend","5",1,1,0,0
"Pengiriman cepat dan barang sesuai dengan deskripsi yang ditulis..","5",1,0,1,0
"Bagus, barang nya sesuai gambar, bungkus nya rapih, cepat pengiriman nya","5",1,1,1,0
"Sangat memuaskan,cepat dan packing rapi.Terima kasih  atas kejujuran terhadap konsumen.Semakin sukses untuk penjual dan BliBli..Tidak mengecewakan,recomended...","5",0,1,1,0
"Baranf dinkemas dengan baik, barang pun kualitas nya OK ","5",1,1,0,0
"Brg original good job, but delivery agak lama ya, over all welldone....","5",1,0,-1,0
"Thanks blibli, barang sampai sesuai pesanan dan kualitas suaranya bombastis","5",1,0,0,0
"Produk tersegel baru dan pairing mudah, nyaman di telinga dan suara cukup ok, recommended seller. Tks blibli!","5",1,0,0,0
"Packaging rapi, kualitas barang bagus, sedikit butuh waktu untuk pairing dan setelah itu oke. Kualitas suara dan bass nya diatas perkiraan utk headset dgn harga < 1juta. Wireless headset ini sangat membantu saat joggin. Thumbs up untuk blibli!","5",1,0,0,0
"Terimakasih barangnya diterima dengan kondisi baik, barangnya sesuai dengan harapan saya","5",1,0,0,0
"Quick delivery. I’m very happy with the product 👌🏻","5",0,0,1,0
"Kualitas bagus, mega bass sony nya ajib
","5",1,0,0,0
"Udh ngk di ragukan lg dgn merk bose, dr kualitas dan suara mantab bgt, respon seller yg jg cepat, jd brg cepat sampai, sy puas, rekom seller","5",1,0,1,0
"Produk berfungsi dengan baik,  tidak ada cacat.  Produk sesuai dengan deskripsi. Terimakasih Blibli. ","5",1,0,0,0
"Barang sesuai gambar
Pengiriman cepat sampainya
Packing rapih","5",1,1,1,0
